   1.4017075e-03   3.5969643e-03
   7.3831687e-03   8.3677376e-03
   1.8134715e-02   1.3132841e-02
   3.3642365e-02   1.7878560e-02
   5.3882798e-02   2.2597177e-02
   7.8825260e-02   2.7281419e-02
   1.0843179e-01   3.1924130e-02
   1.4265732e-01   3.6518232e-02
   1.8144972e-01   4.1056725e-02
   2.2474992e-01   4.5532698e-02
   2.7249200e-01   4.9939334e-02
   3.2460324e-01   5.4269920e-02
   3.8100429e-01   5.8517862e-02
   4.4160926e-01   6.2676693e-02
   5.0632586e-01   6.6740076e-02
   5.7505553e-01   7.0701826e-02
   6.4769362e-01   7.4555909e-02
   7.2412950e-01   7.8296456e-02
   8.0424678e-01   8.1917769e-02
   8.8792346e-01   8.5414335e-02
   9.7503210e-01   8.8780831e-02
   1.0654401e+00   9.2012126e-02
   1.1590096e+00   9.5103303e-02
   1.2555984e+00   9.8049654e-02
   1.3550592e+00   1.0084669e-01
   1.4572406e+00   1.0349016e-01
   1.5619870e+00   1.0597602e-01
   1.6691388e+00   1.0830050e-01
   1.7785330e+00   1.1046006e-01
   1.8900029e+00   1.1245141e-01
   2.0033787e+00   1.1427151e-01
   2.1184879e+00   1.1591759e-01
   2.2351550e+00   1.1738715e-01
   2.3532026e+00   1.1867795e-01
   2.4724507e+00   1.1978802e-01
   2.5927178e+00   1.2071568e-01
   2.7138208e+00   1.2145950e-01
   2.8355751e+00   1.2201836e-01
   2.9577955e+00   1.2239141e-01
   3.0802958e+00   1.2257808e-01
   3.2028895e+00   1.2257808e-01
   3.3253898e+00   1.2239141e-01
   3.4476102e+00   1.2201836e-01
   3.5693645e+00   1.2145950e-01
   3.6904675e+00   1.2071568e-01
   3.8107346e+00   1.1978802e-01
   3.9299827e+00   1.1867795e-01
   4.0480303e+00   1.1738715e-01
   4.1646975e+00   1.1591759e-01
   4.2798066e+00   1.1427151e-01
   4.3931825e+00   1.1245141e-01
   4.5046523e+00   1.1046006e-01
   4.6140465e+00   1.0830050e-01
   4.7211984e+00   1.0597602e-01
   4.8259447e+00   1.0349016e-01
   4.9281261e+00   1.0084669e-01
   5.0275869e+00   9.8049654e-02
   5.1241757e+00   9.5103303e-02
   5.2177453e+00   9.2012126e-02
   5.3081532e+00   8.8780831e-02
   5.3952618e+00   8.5414335e-02
   5.4789385e+00   8.1917769e-02
   5.5590558e+00   7.8296456e-02
   5.6354917e+00   7.4555909e-02
   5.7081298e+00   7.0701826e-02
   5.7768594e+00   6.6740076e-02
   5.8415760e+00   6.2676693e-02
   5.9021810e+00   5.8517862e-02
   5.9585821e+00   5.4269920e-02
   6.0106933e+00   4.9939334e-02
   6.0584354e+00   4.5532698e-02
   6.1017356e+00   4.1056725e-02
   6.1405280e+00   3.6518232e-02
   6.1747535e+00   3.1924130e-02
   6.2043601e+00   2.7281419e-02
   6.2293025e+00   2.2597177e-02
   6.2495429e+00   1.7878560e-02
   6.2650506e+00   1.3132841e-02
   6.2758021e+00   8.3677376e-03
   6.2817836e+00   3.5969643e-03
