   6.2500000e-02   2.5000000e-01
   1.8750000e-01   2.5000000e-01
   3.1250000e-01   2.5000000e-01
   4.3750000e-01   2.5000000e-01
   5.6250000e-01   2.5000000e-01
   6.8750000e-01   2.5000000e-01
   8.1250000e-01   2.5000000e-01
   9.3750000e-01   2.5000000e-01
   1.0625000e+00   2.5000000e-01
   1.1875000e+00   2.5000000e-01
   1.3125000e+00   2.5000000e-01
   1.4375000e+00   2.5000000e-01
   1.5625000e+00   2.5000000e-01
   1.6875000e+00   2.5000000e-01
   1.8125000e+00   2.5000000e-01
   1.9375000e+00   2.5000000e-01
   2.0625000e+00   2.5000000e-01
   2.1875000e+00   2.5000000e-01
   2.3125000e+00   2.5000000e-01
   2.4375000e+00   2.5000000e-01
   2.5625000e+00   2.5000000e-01
   2.6875000e+00   2.5000000e-01
   2.8125000e+00   2.5000000e-01
   2.9375000e+00   2.5000000e-01
   3.0625000e+00   2.5000000e-01
   3.1875000e+00   2.5000000e-01
   3.3125000e+00   2.5000000e-01
   3.4375000e+00   2.5000000e-01
   3.5625000e+00   2.5000000e-01
   3.6875000e+00   2.5000000e-01
   3.8125000e+00   2.5000000e-01
   3.9375000e+00   2.5000000e-01
   4.0625000e+00   2.5000000e-01
   4.1875000e+00   2.5000000e-01
   4.3125000e+00   2.5000000e-01
   4.4375000e+00   2.5000000e-01
   4.5625000e+00   2.5000000e-01
   4.6875000e+00   2.5000000e-01
   4.8125000e+00   2.5000000e-01
   4.9375000e+00   2.5000000e-01
