 0.00000000e+00   8.93735436e-01   0.00000000e+00   1.00000000e+00   0.00000000e+00   1.00000000e+00  
 1.00000000e+00   9.19624254e-03   8.79248938e-03   1.02896698e-02   9.83791067e-03   1.42359331e-02  
 2.00000000e+00  -1.46505760e-03  -1.44618413e-02  -1.63925200e-03  -1.61813448e-02   1.62641651e-02  
 3.00000000e+00  -5.33798442e-03   8.12380555e-05  -5.97266731e-03   9.08972077e-05   5.97335895e-03  
 4.00000000e+00  -9.25050160e-03  -1.46101784e-02  -1.03503802e-02  -1.63473192e-02   1.93485197e-02  
 5.00000000e+00   2.32855440e-03  -3.37109146e-03   2.60541801e-03  -3.77191204e-03   4.58426913e-03  
 6.00000000e+00   3.82560305e-04  -6.81299552e-04   4.28046478e-04  -7.62305628e-04   8.74261778e-04  
 7.00000000e+00   3.65119021e-04   1.98020521e-03   4.08531436e-04   2.21565033e-03   2.25299896e-03  
 8.00000000e+00   6.00169385e-04   1.45448872e-03   6.71529136e-04   1.62742649e-03   1.76053070e-03  
 9.00000000e+00   3.91566675e-04  -2.68005256e-04   4.38123699e-04  -2.99870907e-04   5.30918955e-04  
