 0.00000000e+00   1.26831528e+03   0.00000000e+00   1.00000000e+00   0.00000000e+00   1.00000000e+00  
 1.00000000e+00   5.94584619e+00   4.83179667e+00   4.68798750e-03   3.80961795e-03   6.04072973e-03  
 2.00000000e+00   2.42074990e+00  -7.14761046e+00   1.90863418e-03  -5.63551552e-03   5.94995122e-03  
 3.00000000e+00  -4.82633055e+00   5.58540574e-01  -3.80530820e-03   4.40379913e-04   3.83070555e-03  
 4.00000000e+00  -1.26547639e+01  -1.64740153e+01  -9.97761678e-03  -1.29888960e-02   1.63787746e-02  
 5.00000000e+00   9.66198496e-01  -1.09634422e+00   7.61796778e-04  -8.64409843e-04   1.15218866e-03  
 6.00000000e+00  -3.56464282e-01  -1.83535855e+00  -2.81053368e-04  -1.44708384e-03   1.47412436e-03  
 7.00000000e+00   2.85430375e-02   3.90681063e-01   2.25046863e-05   3.08031503e-04   3.08852502e-04  
 8.00000000e+00   1.33445582e-01   5.78121003e-01   1.05214834e-04   4.55818053e-04   4.67803654e-04  
 9.00000000e+00   3.30164375e-01  -5.59278628e-02   2.60317273e-04  -4.40961830e-05   2.64025672e-04  
