 7.17752430e-03   7.17752430e-03   1.17918238e+03   3.34669346e-04   1.47576091e-04   3.65762592e-04  -2.46402717e-06   2.06025606e-05   2.07493839e-05   1.24267129e-06   1.06088619e-05   1.06813942e-05   1.95522708e-05   8.56605217e-05   8.78636232e-05  -5.96982082e-04  -3.78575838e-04   7.06899761e-04   3.55145837e-04   1.04477149e-03   1.10348359e-03  -1.11138960e-04  -1.89796464e-05   1.12747929e-04  -5.72110192e-05   1.72129959e-05   5.97443549e-05  -5.05006244e-06   6.19050352e-05   6.21106796e-05  
 3.78993630e-02   3.78993630e-02   5.25646637e+03   1.82246388e-03   8.18482577e-04   1.99782089e-03   2.50518768e-04  -9.50346516e-05   2.67938870e-04  -2.70265686e-05   6.42444363e-05   6.96977977e-05  -1.46910675e-05  -1.26132704e-04   1.26985379e-04  -9.87837877e-05  -4.96732997e-04   5.06460174e-04   1.80062579e-04   9.87477195e-04   1.00375980e-03  -3.35998590e-04  -5.28162101e-05   3.40124396e-04  -3.07988839e-06  -2.26185377e-05   2.28272635e-05  -1.33790005e-05   6.93364315e-06   1.50689437e-05  
 9.35073360e-02   9.35073360e-02   7.97988883e+03   6.36338823e-03   8.72834453e-04   6.42297048e-03   6.58820030e-04  -1.99060511e-04   6.88236092e-04   3.85414344e-04  -6.18363267e-04   7.28640752e-04  -2.97213458e-04  -5.31762960e-04   6.09186084e-04   5.04008492e-04   2.48648227e-04   5.62005784e-04  -8.73288734e-05   2.29379772e-04   2.45441259e-04  -3.49976802e-04  -1.31849084e-04   3.73989229e-04   9.60212371e-05  -2.72917966e-05   9.98244466e-05  -3.75862044e-05   6.47833530e-05   7.48973003e-05  
 1.74611500e-01   1.74611500e-01   7.22774765e+03   1.33490199e-02  -1.55270474e-04   1.33499229e-02  -6.21585272e-04   4.20727190e-04   7.50586183e-04   1.39608843e-04  -2.25286295e-04   2.65036873e-04   3.48448103e-04   1.67225056e-04   3.86497477e-04   2.42900286e-04   5.34489188e-04   5.87093894e-04  -6.68918653e-05  -4.65300482e-04   4.70084099e-04   5.16123282e-05   7.93342642e-06   5.22184994e-05   4.88782767e-05  -1.65879246e-05   5.16163266e-05  -3.16951205e-05   4.21053533e-05   5.27014368e-05  
 2.82124830e-01   2.82124830e-01   4.94255561e+03   1.83377541e-02  -8.76037261e-04   1.83586673e-02  -2.21198636e-03   1.07664209e-03   2.46008980e-03  -1.70888596e-03   4.33926773e-03   4.66363975e-03   7.56721075e-04   1.67973779e-04   7.75139972e-04  -4.33077404e-05  -1.67137769e-04   1.72657448e-04  -4.44607213e-05  -2.44935603e-04   2.48938156e-04   1.39709143e-04   6.85174776e-05   1.55606199e-04  -4.67308710e-05   3.53539682e-05   5.85975884e-05   2.63530062e-05  -3.17553105e-05   4.12659748e-05  
 4.17333600e-01   4.17333600e-01   2.93535219e+03   2.14603622e-02  -2.14485746e-03   2.15672798e-02  -3.39783534e-03   1.43758121e-03   3.68943420e-03  -3.91334919e-03   1.09633585e-02   1.16408561e-02   8.32229266e-04  -1.13317846e-03   1.40595127e-03   3.56418901e-04  -7.14233662e-05   3.63504787e-04  -8.08448239e-05  -2.41501834e-04   2.54674344e-04   6.70873369e-05   6.50078383e-05   9.34169675e-05  -5.00595729e-05   4.12954288e-05   6.48943240e-05   5.37858985e-05  -4.54413935e-05   7.04119530e-05  
 5.81993540e-01   5.81993540e-01   1.60618579e+03   2.19113800e-02  -3.77299862e-03   2.22338501e-02  -5.78272706e-03   2.23457003e-03   6.19945445e-03  -6.70568952e-03   1.93014536e-02   2.04331197e-02   9.62816952e-04  -3.14065082e-03   3.28492071e-03   1.34206449e-03   7.28823773e-04   1.52719389e-03  -2.23171644e-04  -8.24877230e-04   8.54533807e-04   1.49443524e-04   1.13546954e-04   1.87686647e-04  -5.75667456e-05   3.40133587e-05   6.68643311e-05   5.86466865e-05  -3.74039673e-05   6.95592597e-05  
 7.78479140e-01   7.78479140e-01   8.19377279e+02   1.78196047e-02  -4.46956684e-03   1.83715905e-02  -9.19195178e-03   3.30486912e-03   9.76801604e-03  -1.04808808e-02   3.02195938e-02   3.19855078e-02   7.23154398e-04  -6.25896207e-03   6.30059985e-03   2.88837221e-03   2.26510818e-03   3.67061427e-03  -5.39048948e-04  -2.03801569e-03   2.10809908e-03   4.99992415e-04   2.48670817e-04   5.58417040e-04  -1.49271515e-04   6.03825919e-05   1.61021870e-04   9.90973871e-05  -9.61966555e-05   1.38108974e-04  
 1.01002170e+00   1.01002170e+00   3.88609211e+02   8.45039688e-03  -3.45838539e-03   9.13069751e-03  -1.26062961e-02   4.14065452e-03   1.32689005e-02  -1.51832833e-02   4.40016171e-02   4.65475499e-02  -3.57486482e-04  -1.10721084e-02   1.10778780e-02   5.07471845e-03   4.98295393e-03   7.11214435e-03  -1.03028622e-03  -3.95475424e-03   4.08675553e-03   1.21327985e-03   5.15891717e-04   1.31840520e-03  -3.96940226e-04   1.22945087e-04   4.15544267e-04   2.24218612e-04  -2.85271154e-04   3.62841036e-04  
 1.28110830e+00   1.28110830e+00   1.70463617e+02  -6.50810159e-03  -4.57845760e-04   6.52418647e-03  -1.49525620e-02   4.17691898e-03   1.55250044e-02  -2.04333321e-02   6.08479455e-02   6.41871758e-02  -2.57745530e-03  -1.81931973e-02   1.83748661e-02   8.04286807e-03   9.57824844e-03   1.25072207e-02  -1.58533115e-03  -6.82914153e-03   7.01073812e-03   2.37518403e-03   9.63973062e-04   2.56334610e-03  -8.51323035e-04   2.63977261e-04   8.91310779e-04   4.57579522e-04  -6.47495882e-04   7.92861864e-04  
 1.59819070e+00   1.59819070e+00   6.80803208e+01  -2.85489612e-02   4.81366479e-03   2.89519352e-02  -1.47301727e-02   2.70966860e-03   1.49773259e-02  -2.57611761e-02   8.12855014e-02   8.52699885e-02  -6.09436989e-03  -2.84147605e-02   2.90609697e-02   1.18818921e-02   1.70038220e-02   2.07438984e-02  -2.14278893e-03  -1.11637496e-02   1.13675349e-02   4.26648019e-03   1.74621823e-03   4.61000340e-03  -1.71066325e-03   5.96466445e-04   1.81166801e-03   8.94365916e-04  -1.28578220e-03   1.56624591e-03  
 1.97106870e+00   1.97106870e+00   2.39289879e+01  -6.08563918e-02   1.25605060e-02   6.21390919e-02  -9.12732397e-03  -1.77739972e-03   9.29877372e-03  -3.06829190e-02   1.06629800e-01   1.10956549e-01  -1.08586601e-02  -4.34805371e-02   4.48159303e-02   1.67460048e-02   2.90114374e-02   3.34976444e-02  -2.89710828e-03  -1.78544356e-02   1.80879547e-02   7.43735377e-03   3.20287707e-03   8.09769428e-03  -3.42022045e-03   1.37540223e-03   3.68641278e-03   1.71726526e-03  -2.35751527e-03   2.91665531e-03  
 2.41596300e+00   2.41596300e+00   7.00128884e+00  -1.08163274e-01   2.29782017e-02   1.10577084e-01   6.42365867e-03  -1.17448478e-02   1.33867412e-02  -3.52244696e-02   1.38374606e-01   1.42787586e-01  -1.64048399e-02  -6.59857447e-02   6.79943915e-02   2.27688561e-02   4.80491785e-02   5.31708977e-02  -4.65454150e-03  -2.81554690e-02   2.85376101e-02   1.30341281e-02   5.85680763e-03   1.42895309e-02  -6.89072612e-03   2.94515157e-03   7.49373233e-03   3.29837513e-03  -4.06925228e-03   5.23813828e-03  
 2.96389860e+00   2.96389860e+00   1.54956749e+00  -1.77394201e-01   3.70447546e-02   1.81220905e-01   3.88288049e-02  -3.12600224e-02   4.98484212e-02  -4.10922636e-02   1.78947807e-01   1.83605261e-01  -2.15631787e-02  -1.00241345e-01   1.02534374e-01   3.02747985e-02   7.76988976e-02   8.33887410e-02  -9.68136623e-03  -4.37941241e-02   4.48514677e-02   2.35739275e-02   1.06467923e-02   2.58666628e-02  -1.39275729e-02   5.48641812e-03   1.49692375e-02   6.44457907e-03  -6.82226377e-03   9.38487518e-03  
 3.69431420e+00   3.69431420e+00   2.12205697e-01  -2.81401816e-01   5.89760246e-02   2.87515484e-01   1.00240988e-01  -6.96276497e-02   1.22050257e-01  -5.43894991e-02   2.35973271e-01   2.42160282e-01  -2.46063368e-02  -1.56704901e-01   1.58625022e-01   4.12152095e-02   1.25598605e-01   1.32188135e-01  -2.39032392e-02  -6.90200640e-02   7.30420021e-02   4.49423776e-02   1.99027548e-02   4.91521815e-02  -2.89985987e-02   8.69892532e-03   3.02752378e-02   1.36075161e-02  -1.17722222e-02   1.79930461e-02  
