   0.000  -0.387E-01   0.000E+00   0.000E+00   0.000E+00   0.193E-01   0.193E-01   0.000E+00
   0.000  -0.387E-01   0.000E+00   0.000E+00   0.000E+00   0.193E-01   0.193E-01   0.000E+00
   0.020  -0.392E-01   0.000E+00   0.000E+00   0.000E+00   0.196E-01   0.196E-01   0.000E+00
   0.040  -0.354E-01  -0.305E-04  -0.338E-04  -0.483E-06   0.177E-01   0.176E-01   0.199E-05
   0.060  -0.288E-01  -0.883E-05   0.653E-04   0.270E-05   0.144E-01   0.144E-01   0.253E-06
   0.080  -0.286E-01  -0.212E-03  -0.208E-03   0.355E-04   0.145E-01   0.141E-01   0.230E-04
   0.100  -0.287E-01  -0.230E-03  -0.108E-03   0.212E-06   0.145E-01   0.141E-01   0.165E-04
   0.120  -0.287E-01  -0.256E-03  -0.735E-04  -0.765E-05   0.145E-01   0.141E-01   0.184E-04
   0.140  -0.285E-01  -0.328E-03  -0.885E-04  -0.194E-04   0.145E-01   0.139E-01   0.121E-04
   0.160  -0.284E-01  -0.235E-03   0.632E-04   0.312E-05   0.144E-01   0.139E-01   0.237E-04
   0.180  -0.281E-01  -0.176E-03   0.158E-03   0.127E-04   0.143E-01   0.138E-01   0.276E-04
   0.200  -0.278E-01  -0.206E-03   0.180E-03   0.156E-04   0.142E-01   0.135E-01   0.324E-04
   0.220  -0.273E-01  -0.152E-03   0.259E-03   0.169E-04   0.140E-01   0.133E-01   0.327E-04
   0.240  -0.270E-01  -0.190E-03   0.275E-03   0.196E-04   0.138E-01   0.131E-01   0.375E-04
   0.260  -0.267E-01  -0.231E-03   0.290E-03   0.230E-04   0.137E-01   0.129E-01   0.435E-04
   0.280  -0.264E-01  -0.303E-03   0.285E-03   0.294E-04   0.136E-01   0.126E-01   0.479E-04
   0.300  -0.261E-01  -0.322E-03   0.308E-03   0.298E-04   0.135E-01   0.124E-01   0.548E-04
   0.320  -0.257E-01  -0.327E-03   0.332E-03   0.356E-04   0.134E-01   0.121E-01   0.614E-04
