 -2.7799925369170257e-02    1.6098662360154911e-01   -1.1751313080543200e+00    1.2850459378553807e+00    4.9368000000000001e-01   -3.6177503999999999e-01    3.5915988500000000e+00   -5.4645265023758007e+00    5.6590382909790860e+00
 -2.7496329214993986e-01   -4.6645507551000165e-02    9.3627926151311713e-01    1.0945864120041742e+00    4.9368000000000001e-01   -3.0904682999999999e-01    2.7001279999999999e+00    8.5591768994599011e+00    8.8046836395379948e+00
 -4.4311904057596184e-02    3.1507355206218068e-01   -6.7693085137212372e-01    8.9620879709455958e-01    4.9368000000000001e-01    1.0000000000000001e-01    3.5599847800000002e+00   -1.7739473389639138e+00    2.3496906711984775e+00
  3.1237598189184540e-01   -4.1314651012307746e-02   -4.6287002809249134e-02    5.8749304972929395e-01    4.9368000000000001e-01    1.5617347100000001e+00    3.1000000000000001e+00    1.6584158315242976e-02    1.0666389334760968e+00
 -3.4950190991924551e-01   -5.4415522075101752e-01    4.0630778537663916e+00    4.1437396247200056e+00    4.9368000000000001e-01   -1.0000000000000001e-01    2.0580311999999998e+00    6.6006707103690072e+00    6.8823508497549950e+00
  2.6440139526530730e-02   -7.8845375566131670e-01   -8.4580374398934288e-01    1.2575620547476007e+00    4.9368000000000001e-01    1.1665727600000000e+00    2.7000000000000002e+00   -1.5959986990145019e+00    2.1498418476148387e+00
  4.0052748987941239e-01   -1.7768493994341557e-03    1.9730337441368542e+00    2.0729224600176401e+00    4.9368000000000001e-01    1.8640941799999999e+00    2.2999999999999998e+00    5.2619030260633881e+00    5.3269619348832444e+00
 -4.4824656061115261e-03    2.4926344467100767e-01    4.6488142729690723e-01    7.2248670658550951e-01    4.9368000000000001e-01   -1.8803019100000000e+00    2.4828899500000001e+00    9.1380886057491639e-01    1.3855797972564508e+00
  2.1773761933495214e-01    3.5744716436871944e-02    1.7974238611766926e+00    1.8770028861869483e+00    4.9368000000000001e-01    1.3004232700000000e+00    2.1017098700000001e+00    3.0007213342140076e+00    3.2426561159036114e+00
  4.0325932983990403e-01   -6.3378938758674197e-01    1.5325916823055654e+00    1.7767566749537509e+00    4.9368000000000001e-01    2.9999999999999999e-01    1.4195444200000000e+00    2.0837345294799574e+00    2.4875994757691720e+00
