   0.000    0.9470E-01    0.5821E-01    0.9764E-01   -0.1609E+00    0.5815E-01   -0.5728E-04   -0.3937E-01    0.5398E-04
   0.000    0.9470E-01    0.5821E-01    0.9764E-01   -0.1609E+00    0.5815E-01   -0.5728E-04   -0.3937E-01    0.5398E-04
   0.020    0.9522E-01    0.5816E-01    0.9814E-01   -0.1558E+00    0.5813E-01   -0.3660E-04   -0.3993E-01    0.4754E-04
   0.040    0.9785E-01    0.5814E-01    0.1015E+00   -0.1515E+00    0.5811E-01   -0.3466E-04   -0.4334E-01   -0.1482E-04
   0.060    0.9830E-01    0.5812E-01    0.1010E+00   -0.1475E+00    0.5810E-01   -0.2472E-04   -0.4217E-01    0.7137E-03
   0.080    0.1004E+00    0.5808E-01    0.1027E+00   -0.1445E+00    0.5808E-01   -0.7649E-05   -0.4368E-01    0.9440E-03
   0.100    0.9970E-01    0.5806E-01    0.1021E+00   -0.1409E+00    0.5806E-01    0.1373E-05   -0.4338E-01    0.6913E-03
   0.120    0.9938E-01    0.5804E-01    0.1018E+00   -0.1377E+00    0.5804E-01    0.3193E-05   -0.4312E-01    0.6692E-03
   0.140    0.9939E-01    0.5802E-01    0.1019E+00   -0.1347E+00    0.5801E-01   -0.1712E-05   -0.4321E-01    0.7086E-03
   0.160    0.9838E-01    0.5798E-01    0.1007E+00   -0.1315E+00    0.5797E-01   -0.7528E-05   -0.4187E-01    0.8397E-03
   0.180    0.9748E-01    0.5792E-01    0.9964E-01   -0.1285E+00    0.5791E-01   -0.9400E-05   -0.4084E-01    0.8881E-03
   0.200    0.9694E-01    0.5783E-01    0.9897E-01   -0.1258E+00    0.5782E-01   -0.1301E-04   -0.4023E-01    0.9157E-03
   0.220    0.9598E-01    0.5773E-01    0.9788E-01   -0.1230E+00    0.5772E-01   -0.1504E-04   -0.3922E-01    0.9242E-03
   0.240    0.9544E-01    0.5761E-01    0.9729E-01   -0.1205E+00    0.5759E-01   -0.1323E-04   -0.3873E-01    0.9532E-03
   0.260    0.9489E-01    0.5747E-01    0.9669E-01   -0.1180E+00    0.5745E-01   -0.1024E-04   -0.3826E-01    0.9687E-03
   0.280    0.9438E-01    0.5730E-01    0.9618E-01   -0.1156E+00    0.5730E-01   -0.7716E-05   -0.3785E-01    0.1018E-02
   0.300    0.9371E-01    0.5713E-01    0.9545E-01   -0.1132E+00    0.5712E-01   -0.6286E-05   -0.3730E-01    0.1021E-02
   0.320    0.9299E-01    0.5694E-01    0.9467E-01   -0.1109E+00    0.5693E-01   -0.4576E-05   -0.3669E-01    0.1035E-02
   0.340    0.9238E-01    0.5673E-01    0.9404E-01   -0.1087E+00    0.5673E-01   -0.3128E-05   -0.3623E-01    0.1074E-02
   0.360    0.9157E-01    0.5650E-01    0.9320E-01   -0.1064E+00    0.5650E-01   -0.2621E-05   -0.3563E-01    0.1067E-02
   0.380    0.9082E-01    0.5627E-01    0.9241E-01   -0.1043E+00    0.5627E-01   -0.1505E-05   -0.3507E-01    0.1069E-02
   0.400    0.8978E-01    0.5600E-01    0.9121E-01   -0.1022E+00    0.5600E-01   -0.2076E-06   -0.3432E-01    0.8823E-03
   0.420    0.8892E-01    0.5574E-01    0.9027E-01   -0.1002E+00    0.5574E-01   -0.5859E-06   -0.3368E-01    0.8560E-03
