          0.58000000          0.63000000         -0.32128647          1.14443262          1.18867616         54.00000000          0.05000000
          0.58000000          0.63000000          0.54938125          1.15861240          1.28226458         54.00000000          0.05000000
          0.58000000          0.63000000         -0.50000000          1.10146949          1.20964252         54.00000000          0.05000000
          0.58000000          0.63000000          0.64848725          1.15861240          1.32774937         54.00000000          0.05000000
          0.58000000          0.63000000         -0.70000000          1.11577643          1.31717768         54.00000000          0.05000000
          0.58000000          0.63000000         -0.90000000          1.11677863          1.43429234         54.00000000          0.05000000
          0.58000000          0.63000000         -1.10000000          1.12227161          1.57146224         54.00000000          0.05000000
          0.58000000          0.63000000         -1.23789784          1.16423254          1.69936120         54.00000000          0.05000000
          0.58000000          0.63000000          0.10000000          1.24149226          1.24551316         54.00000000          0.05000000
          0.58000000          0.63000000         -0.10000000          1.23438946          1.23843342         54.00000000          0.05000000
          0.58000000          0.63000000          0.30000000          1.25625430          1.29157844         54.00000000          0.05000000
          0.58000000          0.63000000         -0.22128647          1.21723131          1.23718219         54.00000000          0.05000000
          0.58000000          0.63000000          0.44938125          1.23192018          1.31132408         54.00000000          0.05000000
          0.58000000          0.63000000          0.74848725          1.24296429          1.45092846         54.00000000          0.05000000
          0.58000000          0.63000000          0.90000000          1.29218149          1.57471680         54.00000000          0.05000000
          0.58000000          0.63000000          1.10000000          1.30545505          1.70710658         54.00000000          0.05000000
          0.58000000          0.63000000          1.25140320          1.35623785          1.84537017         54.00000000          0.05000000
          0.58000000          0.63000000         -1.33789784          1.25012032          1.83105747         54.00000000          0.05000000
          0.58000000          0.63000000         -1.50000000          1.31491775          1.99474527         54.00000000          0.05000000
          0.58000000          0.63000000         -1.63520299          1.36479743          2.12992038         54.00000000          0.05000000
          0.58000000          0.63000000          1.35140320          1.44533691          1.97870902         54.00000000          0.05000000
          0.58000000          0.63000000          1.45462361          1.54533691          2.12226201         54.00000000          0.05000000
          0.58000000          0.63000000         -1.73520299          1.46296056          2.26962178         54.00000000          0.05000000
          0.58000000          0.63000000         -1.83703913          1.56296056          2.41196154         54.00000000          0.05000000
          0.58000000          0.63000000          1.55462361          1.64541950          2.26368282         54.00000000          0.05000000
          0.58000000          0.63000000          1.65473596          1.74541950          2.40512793         54.00000000          0.05000000
          0.58000000          0.63000000         -1.89276715          1.70000000          2.54412411         54.00000000          0.05000000
          0.58000000          0.63000000          1.75473596          1.85013907          2.54992409         54.00000000          0.05000000
          0.58000000          0.63000000          1.84221895          1.95013907          2.68268765         54.00000000          0.05000000
          0.58000000          0.63000000         -1.95572802          1.84922561          2.69156226         54.00000000          0.05000000
          0.58000000          0.63000000         -2.04220742          1.94922561          2.82313507         54.00000000          0.05000000
          0.58000000          0.63000000          1.89217235          2.10000000          2.82671474         54.00000000          0.05000000
          0.58000000          0.63000000         -2.09216105          2.10000000          2.96431069         54.00000000          0.05000000
          0.58000000          0.63000000          1.90012832          2.30000000          2.98336851         54.00000000          0.05000000
          0.58000000          0.63000000         -2.10012750          2.30000000          3.11456827         54.00000000          0.05000000
          0.58000000          0.63000000          1.90038804          2.50000000          3.14029851         54.00000000          0.05000000
          0.58000000          0.63000000         -2.10036197          2.50000000          3.26519837         54.00000000          0.05000000
          0.58000000          0.63000000          1.90040219          2.70000000          3.30174628         54.00000000          0.05000000
          0.58000000          0.63000000         -2.10070584          2.70000000          3.42095966         54.00000000          0.05000000
          0.58000000          0.63000000          1.90017475          2.90000000          3.46708293         54.00000000          0.05000000
          0.58000000          0.63000000         -2.09438145          2.90000000          3.57721032         54.00000000          0.05000000
          0.58000000          0.63000000          1.88512630          3.10000000          3.62818153         54.00000000          0.05000000
          0.58000000          0.63000000         -1.95563148          3.15241690          3.70974754         54.00000000          0.05000000
          0.58000000          0.63000000         -2.04386371          3.05241690          3.67350348         54.00000000          0.05000000
          0.58000000          0.63000000          1.74980948          3.33717011          3.76809469         54.00000000          0.05000000
          0.58000000          0.63000000          1.83514062          3.23717011          3.72115727         54.00000000          0.05000000
          0.58000000          0.63000000         -1.89267480          3.30000000          3.80423683         54.00000000          0.05000000
          0.58000000          0.63000000          1.55453383          3.55453231          3.87959731         54.00000000          0.05000000
          0.58000000          0.63000000          1.64980948          3.45453231          3.82827177         54.00000000          0.05000000
          0.58000000          0.63000000         -1.73519788          3.53704362          3.93974482         54.00000000          0.05000000
          0.58000000          0.63000000         -1.83704332          3.43704362          3.89717809         54.00000000          0.05000000
