      2.57458400e-03         5.13699164e-04         1.62757000e-04         6.55619392e-05         2.95690274e-05         1.43422087e-05         7.29638570e-06         3.83544335e-06         2.06780462e-06         1.13564591e-06         6.31685182e-07         3.56301006e-07         2.02814913e-07         1.16102609e-07         6.70528463e-08         3.89310377e-08         2.26666246e-08         1.32747905e-08         7.80554904e-09         4.59645145e-09         2.71720882e-09         1.61201382e-09         9.56919004e-10         5.69056900e-10         3.39658625e-10         2.03049441e-10         1.21377098e-10         7.26962695e-11         4.36648399e-11         2.62467540e-11         1.57737805e-11         9.49448519e-12         5.72822752e-12         3.45832502e-12         2.08721049e-12         1.26084012e-12         7.63174236e-13         4.62421332e-13         2.80097881e-13         1.69671476e-13         1.02925539e-13         6.25323140e-14         3.80015278e-14         2.30827453e-14         1.40248887e-14         8.53309118e-15         5.19804705e-15         3.16667374e-15         1.92813940e-15         1.17417699e-15         7.15842370e-16         4.36924032e-16         2.66745170e-16         1.62765635e-16         9.92937981e-17         6.06139228e-17         3.70439614e-17         2.26542036e-17         1.38510789e-17         8.46397299e-18         5.17189027e-18         3.16263792e-18         1.93588724e-18         1.18551415e-18         7.25764963e-19         4.44060908e-19         2.71669922e-19         1.66302453e-19         1.01892202e-19         6.24612045e-20         3.82841911e-20         2.34521134e-20         1.43607246e-20         8.79573490e-21         5.39120723e-21         3.30687464e-21   
      2.71701778e-03         5.43621266e-04         1.73595243e-04         7.05376289e-05         3.20963830e-05         1.57071875e-05         8.06398340e-06         4.27845342e-06         2.32760189e-06         1.29078201e-06         7.24817594e-07         4.12467694e-07         2.37174496e-07         1.37087541e-07         7.98773622e-08         4.68528621e-08         2.75492956e-08         1.62788753e-08         9.66851212e-09         5.75147688e-09         3.43071645e-09         2.05513593e-09         1.23291892e-09         7.40162669e-10         4.45770345e-10         2.69223999e-10         1.62629687e-10         9.83068458e-11         5.95895933e-11         3.61919702e-11         2.19792708e-11         1.33533079e-11         8.13021352e-12         4.95891580e-12         3.02466922e-12         1.84475350e-12         1.12673329e-12         6.89446507e-13         4.22078175e-13         2.58289303e-13         1.58127253e-13         9.69593961e-14         5.95274738e-14         3.65457738e-14         2.24271277e-14         1.37698772e-14         8.46627617e-15         5.21077522e-15         3.20687464e-15         1.97264982e-15         1.21371714e-15         7.47603632e-16         4.60992791e-16         2.84314200e-16         1.75261590e-16         1.08012039e-16         6.66080937e-17         4.11199616e-17         2.54021562e-17         1.56899573e-17         9.68583717e-18         5.97859579e-18         3.69259627e-18         2.28285500e-18         1.41210357e-18         8.73326526e-19         5.39823459e-19         3.33594438e-19         2.06233938e-19         1.27602467e-19         7.90018446e-20         4.89150921e-20         3.02728588e-20         1.87261595e-20         1.15833878e-20         7.16896483e-21   
      2.85515777e-03         5.72713558e-04         1.84302694e-04         7.55155802e-05         3.46572828e-05         1.71065250e-05         8.85972478e-06         4.74298051e-06         2.60292039e-06         1.45680912e-06         8.25726070e-07         4.73884096e-07         2.75087485e-07         1.60541779e-07         9.43387774e-08         5.58623369e-08         3.31727025e-08         1.97717415e-08         1.18517774e-08         7.12126263e-09         4.28598615e-09         2.59025120e-09         1.56965554e-09         9.51506624e-10         5.77987903e-10         3.52312229e-10         2.15012816e-10         1.31212616e-10         8.02209503e-11         4.91793758e-11         3.01741401e-11         1.85089114e-11         1.13673063e-11         6.99710657e-12         4.31139677e-12         2.65573394e-12         1.63655671e-12         1.01027433e-12         6.24570175e-13         3.86137748e-13         2.38652787e-13         1.47615579e-13         9.14517138e-14         5.67097059e-14         3.51581232e-14         2.17902493e-14         1.35145445e-14         8.39339007e-15         5.21724233e-15         3.24240448e-15         2.01420613e-15         1.25162805e-15         7.78621695e-16         4.84854656e-16         3.01967534e-16         1.87975541e-16         1.16988643e-16         7.28509254e-17         4.54122830e-17         2.83274013e-17         1.76685650e-17         1.10146940e-17         6.86529856e-18         4.28119271e-18         2.67213835e-18         1.66889044e-18         1.04226411e-18         6.50599947e-19         4.05975521e-19         2.53384460e-19         1.58259793e-19         9.89165818e-20         6.18403692e-20         3.86498429e-20         2.41435181e-20         1.50784127e-20   
      2.98875475e-03         6.00905949e-04         1.94846523e-04         8.04772773e-05         3.72416726e-05         1.85347547e-05         9.68072593e-06         5.22750824e-06         2.89314695e-06         1.63343352e-06         9.34343318e-07         5.40642522e-07         3.16621735e-07         1.86550302e-07         1.10534862e-07         6.60257714e-08         3.95900294e-08         2.38005399e-08         1.43880225e-08         8.72884196e-09         5.30145906e-09         3.23055057e-09         1.97589352e-09         1.20950436e-09         7.41053338e-10         4.55507188e-10         2.80665000e-10         1.72946306e-10         1.06643687e-10         6.59312776e-11         4.08400900e-11         2.52973630e-11         1.56730160e-11         9.72845913e-12         6.05012103e-12         3.76370226e-12         2.34073578e-12         1.45713429e-12         9.08735928e-13         5.67286487e-13         3.54046830e-13         2.20943041e-13         1.38028517e-13         8.63600539e-14         5.40660139e-14         3.38363753e-14         2.11728190e-14         1.32600027e-14         8.31532930e-15         5.21801856e-15         3.27355024e-15         2.05290626e-15         1.28790678e-15         8.08852402e-16         5.08457030e-16         3.19659062e-16         2.00872804e-16         1.26200361e-16         7.93285671e-17         4.99139094e-17         3.14274487e-17         1.97871575e-17         1.24523096e-17         7.83444138e-18         4.93100503e-18         3.10613648e-18         1.95794717e-18         1.23429311e-18         7.77774522e-19         4.89906539e-19         3.08600336e-19         1.94504648e-19         1.22680880e-19         7.74088842e-20         4.88370639e-20         3.07971135e-20   
      3.11850208e-03         6.28323334e-04         2.05257884e-04         8.54309856e-05         3.98518604e-05         1.99925062e-05         1.05272456e-05         5.73216772e-06         3.19854508e-06         1.82087522e-06         1.05085166e-06         6.12987903e-07         3.61946378e-07         2.15239877e-07         1.28594207e-07         7.74337368e-08         4.68641562e-08         2.84196662e-08         1.73170454e-08         1.06007409e-08         6.49764467e-09         3.99149780e-09         2.46195751e-09         1.52136365e-09         9.40388503e-10         5.82624083e-10         3.62115808e-10         2.25273537e-10         1.40137754e-10         8.73304679e-11         5.45629123e-11         3.41201889e-11         2.13311533e-11         1.33481868e-11         8.37054540e-12         5.25577558e-12         3.29952069e-12         2.07151953e-12         1.30233763e-12         8.20120304e-13         5.16715258e-13         3.25437590e-13         2.05009274e-13         1.29310937e-13         8.16725939e-14         5.16010458e-14         3.25886448e-14         2.05818396e-14         1.30113459e-14         8.23554524e-15         5.21531641e-15         3.30165483e-15         2.08952698e-15         1.32298607e-15         8.38530137e-16         5.31924431e-16         3.37454574e-16         2.13988905e-16         1.35667738e-16         8.60543629e-17         5.46346723e-17         3.47102373e-17         2.20524471e-17         1.40044568e-17         8.89097381e-18         5.64620176e-18         3.58827723e-18         2.28202389e-18         1.45158022e-18         9.23037438e-19         5.86693373e-19         3.72879482e-19         2.37088408e-19         1.50851477e-19         9.60287824e-20         6.11317898e-20   
      3.20796706e-03         6.47410485e-04         2.12969028e-04         8.92698983e-05         4.19558523e-05         2.12060113e-05         1.12519593e-05         6.17514450e-06         3.47279444e-06         1.99243155e-06         1.15961430e-06         6.81796485e-07         4.05645463e-07         2.43354457e-07         1.46597400e-07         8.89384377e-08         5.42956845e-08         3.32145956e-08         2.03931789e-08         1.25868629e-08         7.78481851e-09         4.82096764e-09         2.99660734e-09         1.86815556e-09         1.16511542e-09         7.27523229e-10         4.55729301e-10         2.86057612e-10         1.79553329e-10         1.12782147e-10         7.10157026e-11         4.48008254e-11         2.82648113e-11         1.78333778e-11         1.12697089e-11         7.13570978e-12         4.52081883e-12         2.86329386e-12         1.81441210e-12         1.15161547e-12         7.31906721e-13         4.65212297e-13         2.95600932e-13         1.87924474e-13         1.19635259e-13         7.62454739e-14         4.85964291e-14         3.09617499e-14         1.97302325e-14         1.25861173e-14         8.03777224e-15         5.13490777e-15         3.27927161e-15         2.09371265e-15         1.33742319e-15         8.55186834e-16         5.47256083e-16         3.50221461e-16         2.24034468e-16         1.43284864e-16         9.16809553e-17         5.87129100e-17         3.76251592e-17         2.41131486e-17         1.54475472e-17         9.89296343e-18         6.33689093e-18         4.06173206e-18         2.60525631e-18         1.67154506e-18         1.07222782e-18         6.87498890e-19         4.40735184e-19         2.82619907e-19         1.81339320e-19         1.16418155e-19   
      3.30970942e-03         6.69052951e-04         2.21640454e-04         9.35539497e-05         4.42953677e-05         2.25533032e-05         1.20566641e-05         6.66761525e-06         3.77866340e-06         2.18425981e-06         1.28165207e-06         7.59517243e-07         4.55175436e-07         2.75348719e-07         1.67258837e-07         1.02211167e-07         6.29023800e-08         3.88152933e-08         2.40134201e-08         1.49339604e-08         9.31679220e-09         5.81742742e-09         3.64269649e-09         2.28936629e-09         1.44048344e-09         9.06711816e-10         5.72159206e-10         3.62083420e-10         2.29298588e-10         1.45207966e-10         9.21114611e-11         5.85730905e-11         3.72806998e-11         2.37228074e-11         1.51059610e-11         9.63772638e-12         6.15789234e-12         3.93470823e-12         2.51376077e-12         1.60750311e-12         1.02966015e-12         6.60137874e-13         4.23159557e-13         2.71206605e-13         1.73955690e-13         1.11731179e-13         7.18252795e-14         4.61673497e-14         2.96654047e-14         1.90687345e-14         1.22704979e-14         7.90374873e-15         5.09213338e-15         3.27949948e-15         2.11173714e-15         1.36050651e-15         8.77372195e-16         5.66207671e-16         3.65410076e-16         2.35729946e-16         1.52042958e-16         9.81057028e-17         6.33540605e-17         4.09392239e-17         2.64578190e-17         1.70930425e-17         1.10392337e-17         7.13025065e-18         4.60805302e-18         2.98006387e-18         1.92794552e-18         1.24712733e-18         8.06410397e-19         5.21303700e-19         3.37042793e-19         2.18020897e-19   
      3.40234101e-03         6.88825326e-04         2.29771309e-04         9.76375659e-05         4.65605611e-05         2.38751970e-05         1.28558191e-05         7.16216849e-06         4.08932195e-06         2.38099615e-06         1.40796406e-06         8.40905436e-07         5.07484936e-07         3.09384005e-07         1.89494548e-07         1.16629399e-07         7.23089188e-08         4.49979550e-08         2.80529721e-08         1.75700767e-08         1.10504154e-08         6.95745690e-09         4.38836722e-09         2.77841694e-09         1.76296456e-09         1.11884677e-09         7.11122866e-10         4.53365622e-10         2.89528651e-10         1.84886477e-10         1.18149765e-10         7.56773447e-11         4.85613605e-11         3.11657651e-11         2.00009583e-11         1.28528587e-11         8.27519455e-12         5.33237976e-12         3.43529585e-12         2.21351642e-12         1.42812338e-12         9.22772107e-13         5.96545646e-13         3.85535142e-13         2.49177794e-13         1.61208886e-13         1.04430808e-13         6.76898889e-14         4.38651050e-14         2.84193686e-14         1.84216270e-14         1.19539419e-14         7.76369504e-15         5.04281030e-15         3.27429800e-15         2.12577256e-15         1.38087961e-15         8.97837758e-16         5.84146275e-16         3.80058431e-16         2.47182800e-16         1.60733816e-16         1.04557796e-16         6.80666970e-17         4.43395293e-17         2.88876961e-17         1.88151205e-17         1.22504781e-17         7.97651823e-18         5.19615548e-18         3.38712426e-18         2.20884117e-18         1.44041914e-18         9.38998516e-19         6.11943206e-19         3.98809690e-19   
      3.47493649e-03         7.04438217e-04         2.36549950e-04         1.01157554e-04         4.85699937e-05         2.50749512e-05         1.35955074e-05         7.62785773e-06         4.38661951e-06         2.57193687e-06         1.53206443e-06         9.22036520e-07         5.60246427e-07         3.44015718e-07         2.12412306e-07         1.31671878e-07         8.21963448e-08         5.15617806e-08         3.23956837e-08         2.04283857e-08         1.29438845e-08         8.21643322e-09         5.22078630e-09         3.32821094e-09         2.12829250e-09         1.36183187e-09         8.71912729e-10         5.59699907e-10         3.60199582e-10         2.31925650e-10         1.49337405e-10         9.63147650e-11         6.22614956e-11         4.02866011e-11         2.60622973e-11         1.68686352e-11         1.09370754e-11         7.10231335e-12         4.61340970e-12         2.99597191e-12         1.94672596e-12         1.26681269e-12         8.25355140e-13         5.37821840e-13         3.50352902e-13         2.28301074e-13         1.48936992e-13         9.72731222e-14         6.35529926e-14         4.15097288e-14         2.71090954e-14         1.77153383e-14         1.15888873e-14         7.58667869e-15         4.96670274e-15         3.25036278e-15         2.12703824e-15         1.39273034e-15         9.12727949e-16         5.98511362e-16         3.92466228e-16         2.57265174e-16         1.68610462e-16         1.10543362e-16         7.25248900e-17         4.76114685e-17         3.12619077e-17         2.05216856e-17         1.34668002e-17         8.83695790e-18         5.80112456e-18         3.81049721e-18         2.50408972e-18         1.64569591e-18         1.08125988e-18         7.10186964e-19   
      3.53321280e-03         7.17083204e-04         2.42366153e-04         1.04275530e-04         5.03977602e-05         2.61889741e-05         1.42943641e-05         8.07453343e-06         4.67582624e-06         2.76006534e-06         1.65560223e-06         1.00381888e-06         6.14048333e-07         3.79589787e-07         2.36200761e-07         1.47476858e-07         9.26603880e-08         5.85608731e-08         3.70804145e-08         2.35405211e-08         1.50179023e-08         9.60779484e-09         6.15086046e-09         3.94719574e-09         2.54206912e-09         1.63957533e-09         1.05764765e-09         6.83452938e-10         4.42926030e-10         2.87449696e-10         1.86531312e-10         1.21133166e-10         7.88355132e-11         5.13978108e-11         3.35166247e-11         2.18542821e-11         1.42654153e-11         9.32872743e-12         6.10676526e-12         3.99725522e-12         2.61632576e-12         1.71409265e-12         1.12465012e-12         7.38532036e-13         4.84933313e-13         3.18352113e-13         2.09109189e-13         1.37516235e-13         9.05209463e-14         5.95949581e-14         3.92223099e-14         2.58144685e-14         1.70020467e-14         1.12092154e-14         7.39455999e-15         4.87779925e-15         3.21656787e-15         2.12112260e-15         1.39955885e-15         9.24225669e-16         6.10658824e-16         4.03472082e-16         2.66493651e-16         1.75990237e-16         1.16257246e-16         7.68484757e-17         5.08289776e-17         3.36262795e-17         2.22413385e-17         1.47062639e-17         9.72317677e-18         6.43056606e-18         4.25526339e-18         2.81714267e-18         1.86533823e-18         1.23486850e-18   
