   0.000   -0.1543E+00   -0.1362E+00   -0.1602E+00   -0.2038E+02    0.2511E+01    0.2648E+01   -0.3351E+00   -0.3592E+00
   0.000   -0.1543E+00   -0.1362E+00   -0.1602E+00   -0.2038E+02    0.2511E+01    0.2648E+01   -0.3351E+00   -0.3592E+00
   0.020   -0.1540E+00   -0.1361E+00   -0.1606E+00   -0.1955E+02    0.2489E+01    0.2625E+01   -0.3406E+00   -0.3651E+00
   0.040   -0.1524E+00   -0.1357E+00   -0.1597E+00   -0.1878E+02    0.2468E+01    0.2604E+01   -0.3338E+00   -0.3577E+00
   0.060   -0.1534E+00   -0.1351E+00   -0.1613E+00   -0.1807E+02    0.2447E+01    0.2582E+01   -0.3285E+00   -0.3547E+00
   0.080   -0.1509E+00   -0.1342E+00   -0.1597E+00   -0.1740E+02    0.2427E+01    0.2562E+01   -0.3207E+00   -0.3462E+00
   0.100   -0.1483E+00   -0.1330E+00   -0.1578E+00   -0.1677E+02    0.2408E+01    0.2541E+01   -0.3130E+00   -0.3378E+00
   0.120   -0.1455E+00   -0.1315E+00   -0.1557E+00   -0.1618E+02    0.2389E+01    0.2521E+01   -0.3054E+00   -0.3296E+00
   0.140   -0.1428E+00   -0.1298E+00   -0.1536E+00   -0.1562E+02    0.2371E+01    0.2501E+01   -0.2983E+00   -0.3221E+00
   0.160   -0.1395E+00   -0.1278E+00   -0.1511E+00   -0.1509E+02    0.2354E+01    0.2481E+01   -0.2911E+00   -0.3144E+00
   0.180   -0.1362E+00   -0.1257E+00   -0.1484E+00   -0.1460E+02    0.2336E+01    0.2462E+01   -0.2843E+00   -0.3070E+00
   0.200   -0.1325E+00   -0.1233E+00   -0.1454E+00   -0.1413E+02    0.2319E+01    0.2443E+01   -0.2777E+00   -0.2998E+00
   0.220   -0.1287E+00   -0.1207E+00   -0.1422E+00   -0.1368E+02    0.2303E+01    0.2424E+01   -0.2713E+00   -0.2929E+00
   0.240   -0.1247E+00   -0.1179E+00   -0.1390E+00   -0.1326E+02    0.2287E+01    0.2405E+01   -0.2652E+00   -0.2864E+00
   0.260   -0.1205E+00   -0.1149E+00   -0.1354E+00   -0.1286E+02    0.2271E+01    0.2386E+01   -0.2593E+00   -0.2799E+00
   0.280   -0.1161E+00   -0.1117E+00   -0.1317E+00   -0.1248E+02    0.2256E+01    0.2367E+01   -0.2537E+00   -0.2736E+00
   0.300   -0.1115E+00   -0.1084E+00   -0.1278E+00   -0.1211E+02    0.2240E+01    0.2349E+01   -0.2482E+00   -0.2676E+00
   0.320   -0.1069E+00   -0.1049E+00   -0.1240E+00   -0.1176E+02    0.2225E+01    0.2330E+01   -0.2432E+00   -0.2622E+00
   0.340   -0.1018E+00   -0.1013E+00   -0.1197E+00   -0.1143E+02    0.2211E+01    0.2312E+01   -0.2380E+00   -0.2564E+00
   0.360   -0.9664E-01   -0.9753E-01   -0.1152E+00   -0.1112E+02    0.2196E+01    0.2294E+01   -0.2331E+00   -0.2508E+00
   0.380   -0.9114E-01   -0.9361E-01   -0.1105E+00   -0.1081E+02    0.2182E+01    0.2276E+01   -0.2283E+00   -0.2452E+00
   0.400   -0.8550E-01   -0.8955E-01   -0.1057E+00   -0.1052E+02    0.2168E+01    0.2258E+01   -0.2236E+00   -0.2397E+00
   0.420   -0.7966E-01   -0.8536E-01   -0.1006E+00   -0.1025E+02    0.2154E+01    0.2240E+01   -0.2190E+00   -0.2343E+00
   0.440   -0.7367E-01   -0.8104E-01   -0.9539E-01   -0.9979E+01    0.2141E+01    0.2222E+01   -0.2146E+00   -0.2289E+00
   0.460   -0.6753E-01   -0.7660E-01   -0.9001E-01   -0.9723E+01    0.2127E+01    0.2204E+01   -0.2102E+00   -0.2237E+00
   0.480   -0.6134E-01   -0.7204E-01   -0.8457E-01   -0.9477E+01    0.2114E+01    0.2186E+01   -0.2061E+00   -0.2186E+00
   0.500   -0.5492E-01   -0.6738E-01   -0.7891E-01   -0.9241E+01    0.2101E+01    0.2168E+01   -0.2020E+00   -0.2135E+00
   0.520   -0.4839E-01   -0.6261E-01   -0.7311E-01   -0.9014E+01    0.2088E+01    0.2151E+01   -0.1980E+00   -0.2085E+00
   0.540   -0.4174E-01   -0.5774E-01   -0.6717E-01   -0.8795E+01    0.2075E+01    0.2133E+01   -0.1941E+00   -0.2035E+00
   0.560   -0.3499E-01   -0.5278E-01   -0.6111E-01   -0.8585E+01    0.2062E+01    0.2115E+01   -0.1903E+00   -0.1986E+00
   0.580   -0.2817E-01   -0.4774E-01   -0.5495E-01   -0.8383E+01    0.2050E+01    0.2098E+01   -0.1865E+00   -0.1937E+00
