 0.00000000e+00   5.44853881e+01   0.00000000e+00   1.00000000e+00   0.00000000e+00   1.00000000e+00  
 1.00000000e+00   9.90987736e-01  -1.09582104e-01   1.81881376e-02  -2.01122003e-03   1.82989987e-02  
 2.00000000e+00  -3.70962430e-01   1.00218993e-01  -6.80847549e-03   1.83937376e-03   7.05256225e-03  
 3.00000000e+00  -6.00678755e-01   1.81522551e+00  -1.10245843e-02   3.33158224e-02   3.50925274e-02  
 4.00000000e+00  -2.38370487e-02  -5.02954639e-01  -4.37494335e-04  -9.23100038e-03   9.24136188e-03  
 5.00000000e+00   2.82133107e-01   2.96283375e-01   5.17814256e-03   5.43785012e-03   7.50888636e-03  
 6.00000000e+00  -5.94429050e-02  -2.45959317e-01  -1.09098801e-03  -4.51422528e-03   4.64418827e-03  
 7.00000000e+00   1.03517717e-01   3.79207235e-02   1.89991703e-03   6.95979689e-04   2.02338144e-03  
 8.00000000e+00  -4.15049464e-02   1.39835665e-02  -7.61762884e-04   2.56648012e-04   8.03835116e-04  
 9.00000000e+00   2.46558213e-02  -3.53950235e-02   4.52521716e-04  -6.49624141e-04   7.91699076e-04  
