  4.4966E+00  4.5079E+00  4.5252E+00  4.5460E+00  4.5676E+00  4.5687E+00  4.4724E+00  4.1267E+00  3.3968E+00  2.3652E+00  1.3329E+00  5.8567E-01  1.9150E-01  4.2883E-02  5.3893E-03
  4.4967E+00  4.5082E+00  4.5259E+00  4.5470E+00  4.5683E+00  4.5683E+00  4.4707E+00  4.1250E+00  3.3974E+00  2.3690E+00  1.3381E+00  5.8987E-01  1.9372E-01  4.3656E-02  5.5387E-03
  4.4969E+00  4.5088E+00  4.5271E+00  4.5485E+00  4.5692E+00  4.5669E+00  4.4668E+00  4.1211E+00  3.3981E+00  2.3757E+00  1.3475E+00  5.9737E-01  1.9767E-01  4.5019E-02  5.8034E-03
  4.4970E+00  4.5096E+00  4.5288E+00  4.5505E+00  4.5698E+00  4.5638E+00  4.4594E+00  4.1138E+00  3.3981E+00  2.3854E+00  1.3611E+00  6.0806E-01  2.0315E-01  4.6873E-02  6.1609E-03
  4.4972E+00  4.5105E+00  4.5307E+00  4.5525E+00  4.5693E+00  4.5574E+00  4.4467E+00  4.1014E+00  3.3967E+00  2.3979E+00  1.3791E+00  6.2171E-01  2.0981E-01  4.8992E-02  6.5485E-03
  4.4975E+00  4.5116E+00  4.5327E+00  4.5543E+00  4.5670E+00  4.5465E+00  4.4268E+00  4.0822E+00  3.3932E+00  2.4137E+00  1.4019E+00  6.3823E-01  2.1720E-01  5.1060E-02  6.8690E-03
  4.4976E+00  4.5128E+00  4.5348E+00  4.5552E+00  4.5622E+00  4.5297E+00  4.3979E+00  4.0545E+00  3.3870E+00  2.4333E+00  1.4304E+00  6.5808E-01  2.2530E-01  5.2934E-02  7.0651E-03
  4.4979E+00  4.5139E+00  4.5365E+00  4.5551E+00  4.5541E+00  4.5061E+00  4.3588E+00  4.0173E+00  3.3772E+00  2.4567E+00  1.4655E+00  6.8243E-01  2.3488E-01  5.4937E-02  7.2160E-03
  4.4982E+00  4.5150E+00  4.5379E+00  4.5537E+00  4.5426E+00  4.4758E+00  4.3098E+00  3.9700E+00  3.3621E+00  2.4817E+00  1.5062E+00  7.1170E-01  2.4692E-01  5.7663E-02  7.4791E-03
  4.4984E+00  4.5159E+00  4.5386E+00  4.5508E+00  4.5280E+00  4.4398E+00  4.2526E+00  3.9131E+00  3.3384E+00  2.5017E+00  1.5461E+00  7.4281E-01  2.6096E-01  6.1367E-02  7.9685E-03
