      0.00000000E+00     -0.10483646E-02     -0.60979161E-04      0.10501366E-02      0.90764633E-13     -0.12443850E-12      0.15402324E-12     -0.90766562E-01     -0.37038239E-02      0.90842100E-01     -0.90766562E-01     -0.37038239E-02      0.90842100E-01     -0.65651283E-02     -0.32106335E-02      0.73081515E-02     -0.94207741E-02     -0.54239131E-02      0.10870594E-01     -0.86386082E-02     -0.15217200E-02      0.87716124E-02     -0.19716373E-01     -0.37559165E-02      0.20070931E-01     -0.27096054E-02      0.26938404E-02      0.38208295E-02     -0.82746494E-02      0.27568700E-02      0.87218206E-02      0.27326817E-02     -0.12805330E-02      0.30178327E-02      0.87103299E-04     -0.62170083E-02      0.62176184E-02     -0.18853082E-02      0.17033909E-02      0.25408518E-02     -0.11354697E-01      0.91538776E-02      0.14585014E-01     -0.12693911E-02     -0.14625940E-02      0.19366298E-02     -0.32270217E-01     -0.69182150E-02      0.33003464E-01     -0.30576492E-02     -0.20571237E-02      0.36852376E-02     -0.48678419E-01      0.10355630E+00      0.11442682E+00
      0.00000000E+00     -0.10483646E-02     -0.60979166E-04      0.10501366E-02      0.90018508E-13     -0.12280573E-12      0.15226483E-12     -0.90766562E-01     -0.37038239E-02      0.90842100E-01     -0.90766562E-01     -0.37038239E-02      0.90842100E-01     -0.65651283E-02     -0.32106335E-02      0.73081515E-02     -0.94207741E-02     -0.54239131E-02      0.10870594E-01     -0.86386082E-02     -0.15217200E-02      0.87716124E-02     -0.19716373E-01     -0.37559165E-02      0.20070931E-01     -0.27096054E-02      0.26938405E-02      0.38208295E-02     -0.82746494E-02      0.27568700E-02      0.87218206E-02      0.27326817E-02     -0.12805330E-02      0.30178327E-02      0.87103319E-04     -0.62170083E-02      0.62176184E-02     -0.18853082E-02      0.17033909E-02      0.25408518E-02     -0.11354698E-01      0.91538776E-02      0.14585014E-01     -0.12693911E-02     -0.14625940E-02      0.19366298E-02     -0.32270217E-01     -0.69182150E-02      0.33003464E-01     -0.30576492E-02     -0.20571237E-02      0.36852376E-02     -0.48678419E-01      0.10355630E+00      0.11442682E+00
      0.20000000E-01     -0.10297226E-02     -0.11050653E-03      0.10356352E-02      0.86868337E-05     -0.39218877E-04      0.40169408E-04     -0.91117637E-01     -0.36602204E-02      0.91191124E-01     -0.91117637E-01     -0.36602204E-02      0.91191124E-01     -0.66276750E-02     -0.32183556E-02      0.73677601E-02     -0.94885722E-02     -0.54396169E-02      0.10937204E-01     -0.83770037E-02     -0.14589631E-02      0.85031032E-02     -0.19265311E-01     -0.36371950E-02      0.19605647E-01     -0.26257601E-02      0.26721464E-02      0.37463292E-02     -0.81731358E-02      0.26861969E-02      0.86032437E-02      0.28287721E-02     -0.13646165E-02      0.31407213E-02      0.99787074E-03     -0.64038272E-02      0.64811070E-02     -0.19625526E-02      0.17192152E-02      0.26090829E-02     -0.11816030E-01      0.93784515E-02      0.15085553E-01     -0.12190049E-02     -0.14023921E-02      0.18581379E-02      0.43826087E-02     -0.74469027E-02      0.86408113E-02     -0.30471343E-02     -0.20562555E-02      0.36760324E-02     -0.13285287E-01      0.29235113E-02      0.13603153E-01
      0.40000000E-01     -0.10435408E-02     -0.71733246E-04      0.10460034E-02      0.95857252E-05      0.32626841E-05      0.10125771E-04     -0.91105507E-01     -0.36353966E-02      0.91178010E-01     -0.91105507E-01     -0.36353966E-02      0.91178010E-01     -0.65472804E-02     -0.31794323E-02      0.72784387E-02     -0.93728956E-02     -0.53810886E-02      0.10807742E-01     -0.86418929E-02     -0.14775018E-02      0.87672871E-02     -0.19890918E-01     -0.36562529E-02      0.20224163E-01     -0.27135392E-02      0.26066080E-02      0.37626719E-02     -0.83582398E-02      0.25669047E-02      0.87435217E-02      0.28507819E-02     -0.13277696E-02      0.31448258E-02      0.71208897E-03     -0.63110545E-02      0.63511007E-02     -0.19298462E-02      0.17925250E-02      0.26339044E-02     -0.11826956E-01      0.94199507E-02      0.15119933E-01     -0.12656400E-02     -0.14431644E-02      0.19195229E-02      0.40800039E-02     -0.75898807E-02      0.86170018E-02     -0.30286248E-02     -0.21178480E-02      0.36956526E-02     -0.13314885E-01      0.27966105E-02      0.13605410E-01
      0.60000000E-01     -0.10112687E-02     -0.64942387E-04      0.10133518E-02      0.24412972E-04      0.41632322E-05      0.24765414E-04     -0.91473215E-01     -0.35617071E-02      0.91542530E-01     -0.91473215E-01     -0.35617071E-02      0.91542530E-01     -0.64292103E-02     -0.30773042E-02      0.71277308E-02     -0.92145290E-02     -0.52565881E-02      0.10608452E-01     -0.87825248E-02     -0.14418341E-02      0.89000915E-02     -0.20356461E-01     -0.35831654E-02      0.20669412E-01     -0.26292055E-02      0.24935062E-02      0.36235749E-02     -0.81495464E-02      0.24127402E-02      0.84992013E-02      0.27934638E-02     -0.13851804E-02      0.31180387E-02      0.21436621E-03     -0.64204748E-02      0.64240525E-02     -0.19142384E-02      0.18969952E-02      0.26949767E-02     -0.11731221E-01      0.94527363E-02      0.15065715E-01     -0.12850114E-02     -0.14327484E-02      0.19245836E-02      0.38839462E-02     -0.76167019E-02      0.85498062E-02     -0.29128859E-02     -0.21754540E-02      0.36355886E-02     -0.13117762E-01      0.27642374E-02      0.13405845E-01
      0.80000000E-01     -0.98395773E-03     -0.58536326E-04      0.98569738E-03      0.32720496E-04      0.14229020E-05      0.32751420E-04     -0.91838818E-01     -0.35383248E-02      0.91906954E-01     -0.91838818E-01     -0.35383248E-02      0.91906954E-01     -0.63104953E-02     -0.29422541E-02      0.69627014E-02     -0.90628583E-02     -0.50973535E-02      0.10398000E-01     -0.87743876E-02     -0.14695789E-02      0.88966027E-02     -0.20380763E-01     -0.36265935E-02      0.20700911E-01     -0.25828851E-02      0.23953477E-02      0.35226391E-02     -0.80414443E-02      0.23565909E-02      0.83796388E-02      0.29533906E-02     -0.13808836E-02      0.32602692E-02      0.64315762E-03     -0.63459161E-02      0.63784248E-02     -0.19003282E-02      0.20016146E-02      0.27600196E-02     -0.11570335E-01      0.95236847E-02      0.14985767E-01     -0.13390855E-02     -0.13964786E-02      0.19347616E-02      0.37554384E-02     -0.73532462E-02      0.82567274E-02     -0.27820734E-02     -0.22316589E-02      0.35665437E-02     -0.12749881E-01      0.26037985E-02      0.13013041E-01
      0.10000000E+00     -0.95465789E-03     -0.28693262E-04      0.95508899E-03      0.49343167E-04      0.86895845E-05      0.50102465E-04     -0.91915697E-01     -0.34571048E-02      0.91980688E-01     -0.91915697E-01     -0.34571048E-02      0.91980688E-01     -0.62043274E-02     -0.28876871E-02      0.68434213E-02     -0.89299405E-02     -0.50242879E-02      0.10246331E-01     -0.89117666E-02     -0.14552468E-02      0.90298022E-02     -0.20614376E-01     -0.35800807E-02      0.20922941E-01     -0.25267670E-02      0.23444173E-02      0.34468600E-02     -0.79168433E-02      0.23077035E-02      0.82463266E-02      0.28669083E-02     -0.14040667E-02      0.31922667E-02      0.41527892E-03     -0.63865636E-02      0.64000509E-02     -0.19011231E-02      0.19629285E-02      0.27326466E-02     -0.11598519E-01      0.92762288E-02      0.14851736E-01     -0.13388514E-02     -0.14103011E-02      0.19446008E-02      0.36445265E-02     -0.73614799E-02      0.82142534E-02     -0.27393280E-02     -0.21524881E-02      0.34838373E-02     -0.12768422E-01      0.26197087E-02      0.13034396E-01
      0.12000000E+00     -0.93587593E-03     -0.15561384E-04      0.93600529E-03      0.69977279E-04      0.11393347E-04      0.70898716E-04     -0.92248870E-01     -0.34425419E-02      0.92313082E-01     -0.92248870E-01     -0.34425419E-02      0.92313082E-01     -0.62162699E-02     -0.29791239E-02      0.68932714E-02     -0.89603466E-02     -0.51448447E-02      0.10332339E-01     -0.88386367E-02     -0.14449995E-02      0.89559769E-02     -0.20527781E-01     -0.35525627E-02      0.20832919E-01     -0.24882781E-02      0.23780737E-02      0.34419126E-02     -0.78876547E-02      0.23870223E-02      0.82409328E-02      0.28591378E-02     -0.14251080E-02      0.31946208E-02      0.47672699E-03     -0.64065153E-02      0.64242281E-02     -0.19627798E-02      0.19547209E-02      0.27700972E-02     -0.11889694E-01      0.92131581E-02      0.15041513E-01     -0.12240887E-02     -0.13696792E-02      0.18369579E-02      0.38340697E-02     -0.71832539E-02      0.81424338E-02     -0.27158437E-02     -0.20898395E-02      0.34268406E-02     -0.13005655E-01      0.25578354E-02      0.13254794E-01
      0.14000000E+00     -0.82490291E-03     -0.66740995E-04      0.82759843E-03      0.13835621E-03     -0.32214290E-04      0.14205704E-03     -0.92602562E-01     -0.34230045E-02      0.92665805E-01     -0.92602562E-01     -0.34230045E-02      0.92665805E-01     -0.60953867E-02     -0.29649398E-02      0.67782452E-02     -0.87819955E-02     -0.51198759E-02      0.10165460E-01     -0.86833428E-02     -0.14830501E-02      0.88090794E-02     -0.20285656E-01     -0.36063949E-02      0.20603736E-01     -0.24402537E-02      0.23725039E-02      0.34034707E-02     -0.77087059E-02      0.24090372E-02      0.80763610E-02      0.28835860E-02     -0.13993903E-02      0.32052085E-02      0.58039140E-03     -0.63396266E-02      0.63661385E-02     -0.19239814E-02      0.19516090E-02      0.27405259E-02     -0.11655984E-01      0.92011133E-02      0.14849998E-01     -0.12210854E-02     -0.13540486E-02      0.18233203E-02      0.34435353E-02     -0.71004336E-02      0.78913936E-02     -0.26090797E-02     -0.20593513E-02      0.33238870E-02     -0.12495168E-01      0.22895653E-02      0.12703201E-01
      0.16000000E+00     -0.84497242E-03     -0.13120672E-03      0.85509859E-03      0.13930011E-03     -0.70845260E-04      0.15628043E-03     -0.93055460E-01     -0.34103478E-02      0.93117931E-01     -0.93055460E-01     -0.34103478E-02      0.93117931E-01     -0.61225535E-02     -0.30091890E-02      0.68220877E-02     -0.88116073E-02     -0.51616875E-02      0.10212122E-01     -0.85063808E-02     -0.14463029E-02      0.86284591E-02     -0.20060173E-01     -0.35398738E-02      0.20370107E-01     -0.24449662E-02      0.23547848E-02      0.33945355E-02     -0.77173917E-02      0.23447002E-02      0.80657147E-02      0.29483529E-02     -0.14277711E-02      0.32758686E-02      0.92435818E-03     -0.63735261E-02      0.64402075E-02     -0.19771639E-02      0.19580289E-02      0.27826345E-02     -0.11836877E-01      0.92196548E-02      0.15003789E-01     -0.10880165E-02     -0.13159825E-02      0.17075098E-02      0.36535253E-02     -0.69704747E-02      0.78699279E-02     -0.26670213E-02     -0.19994614E-02      0.33332940E-02     -0.12662393E-01      0.22110753E-02      0.12853989E-01
