  0.630000E+00 -0.220575E-02  0.885752E-02 -0.885210E-02  0.421597E-01 -0.427204E-01  0.300000E+00  0.000000E+00  0.139910E+00  0.000000E+00  0.000000E+00  0.459940E-01 -0.192368E-02 -0.868229E-03 -0.188957E-02  0.209166E-02  0.123775E-02  0.294635E-02  0.563692E-03
  0.630000E+00 -0.197551E-02  0.919273E-02 -0.882235E-02  0.414114E-01 -0.380308E-01  0.300000E+00  0.000000E+00  0.139910E+00  0.000000E+00  0.000000E+00  0.459940E-01 -0.123833E-02 -0.831339E-03 -0.209457E-02  0.194581E-02  0.269004E-03  0.294350E-02  0.859116E-03
  0.630000E+00 -0.281313E-02  0.111425E-01 -0.111777E-01  0.604003E-01 -0.591134E-01  0.300000E+00  0.000000E+00  0.139910E+00  0.000000E+00  0.000000E+00  0.459940E-01  0.653421E-03 -0.963414E-03 -0.233074E-02  0.235362E-02 -0.368843E-03  0.353368E-02 -0.424138E-03
  0.630000E+00 -0.109813E-02  0.108073E-01 -0.100701E-01  0.433876E-01 -0.298010E-01  0.300000E+00  0.000000E+00  0.139910E+00  0.000000E+00  0.000000E+00  0.459940E-01  0.774630E-03 -0.920543E-03 -0.249214E-02  0.190610E-02 -0.132771E-02  0.295343E-02  0.396172E-03
  0.630000E+00  0.871706E-02 -0.131975E-01 -0.135301E-01 -0.174942E+00 -0.171787E+00  0.300000E+00  0.000000E+00  0.139910E+00  0.000000E+00  0.000000E+00  0.459940E-01 -0.107655E-03 -0.862802E-03  0.208706E-02  0.210275E-02  0.709680E-04 -0.305003E-02 -0.801433E-04
  0.630000E+00  0.804411E-02 -0.131171E-01 -0.131975E-01 -0.181428E+00 -0.164226E+00  0.300000E+00  0.000000E+00  0.139910E+00  0.000000E+00  0.000000E+00  0.459940E-01  0.578292E-03 -0.778024E-03  0.202038E-02  0.183489E-02 -0.684245E-03 -0.267122E-02  0.249373E-05
  0.630000E+00  0.421374E-02 -0.680247E-02 -0.680246E-02 -0.134197E+00 -0.126805E+00  0.300000E+00  0.000000E+00  0.139910E+00  0.000000E+00  0.000000E+00  0.459940E-01  0.199241E-02 -0.108153E-02  0.276029E-02  0.280115E-02 -0.108637E-02 -0.394363E-02 -0.104420E-02
  0.630000E+00  0.415290E-02 -0.688287E-02 -0.688278E-02 -0.147539E+00 -0.101149E+00  0.300000E+00  0.000000E+00  0.139910E+00  0.000000E+00  0.000000E+00  0.459940E-01  0.173834E-02 -0.979447E-03  0.270060E-02  0.202144E-02 -0.190576E-02 -0.297914E-02  0.331741E-04
  0.630000E+00  0.172393E-02  0.959325E-02 -0.125613E-01  0.491647E-01 -0.861435E-01  0.300000E+00  0.000000E+00  0.139910E+00  0.000000E+00  0.000000E+00  0.459940E-01 -0.465158E-03 -0.863525E-03 -0.861550E-03  0.212747E-02  0.171318E-02  0.171263E-02 -0.141577E-02
  0.630000E+00 -0.186427E-02  0.104068E-01 -0.111479E-01  0.584367E-01 -0.778593E-01  0.300000E+00  0.000000E+00  0.139910E+00  0.000000E+00  0.000000E+00  0.459940E-01  0.522268E-03 -0.999991E-03 -0.183322E-02  0.247003E-02  0.573678E-03  0.293781E-02 -0.128768E-02
