   0.000  -0.354E-01   0.000E+00   0.000E+00   0.000E+00   0.177E-01   0.177E-01   0.000E+00
   0.000  -0.354E-01   0.000E+00   0.000E+00   0.000E+00   0.177E-01   0.177E-01   0.000E+00
   0.020  -0.360E-01   0.000E+00   0.000E+00   0.000E+00   0.180E-01   0.180E-01   0.000E+00
   0.040  -0.327E-01  -0.167E-04  -0.340E-05  -0.704E-04   0.164E-01   0.164E-01  -0.252E-04
   0.060  -0.291E-01  -0.385E-05   0.102E-03  -0.432E-05   0.145E-01   0.145E-01  -0.688E-05
   0.080  -0.290E-01  -0.787E-04   0.269E-05  -0.676E-04   0.144E-01   0.145E-01  -0.577E-04
   0.100  -0.289E-01  -0.890E-04   0.619E-04  -0.875E-04   0.144E-01   0.144E-01  -0.619E-04
   0.120  -0.287E-01  -0.119E-03   0.105E-03  -0.105E-03   0.143E-01   0.144E-01  -0.782E-04
   0.140  -0.285E-01  -0.118E-03   0.176E-03  -0.110E-03   0.142E-01   0.142E-01  -0.932E-04
   0.160  -0.282E-01  -0.113E-03   0.231E-03  -0.874E-04   0.141E-01   0.141E-01  -0.103E-03
   0.180  -0.279E-01  -0.108E-03   0.291E-03  -0.773E-04   0.140E-01   0.140E-01  -0.117E-03
   0.200  -0.275E-01  -0.693E-04   0.371E-03  -0.341E-04   0.137E-01   0.138E-01  -0.113E-03
   0.220  -0.270E-01  -0.441E-04   0.434E-03  -0.157E-04   0.135E-01   0.135E-01  -0.117E-03
   0.240  -0.267E-01  -0.549E-04   0.460E-03  -0.288E-04   0.133E-01   0.134E-01  -0.139E-03
   0.260  -0.263E-01  -0.648E-04   0.484E-03  -0.340E-04   0.131E-01   0.132E-01  -0.164E-03
   0.280  -0.258E-01  -0.325E-04   0.536E-03  -0.136E-04   0.129E-01   0.129E-01  -0.170E-03
   0.300  -0.254E-01  -0.561E-04   0.546E-03  -0.328E-04   0.127E-01   0.127E-01  -0.196E-03
   0.320  -0.250E-01  -0.588E-04   0.568E-03  -0.416E-04   0.125E-01   0.125E-01  -0.218E-03
   0.340  -0.246E-01  -0.736E-04   0.577E-03  -0.588E-04   0.123E-01   0.123E-01  -0.245E-03
   0.360  -0.241E-01  -0.939E-04   0.576E-03  -0.789E-04   0.120E-01   0.121E-01  -0.275E-03
   0.380  -0.237E-01  -0.111E-03   0.578E-03  -0.995E-04   0.118E-01   0.118E-01  -0.304E-03
