OSC1997A
final_id_p_x
 3DHydro       1.1  (197,    79)+(197,    79)  eqsp  0.1000E+03         1
         1          45         0         0
         1         111   -2.7320468077008842e-01    4.4479361971967379e-01   -2.2173364420975528e+00    2.2819471202444301e+00    1.3497999999999999e-01   -2.0558932500000000e+00   -6.9999999999999996e-01   -2.8026360870452733e+00    2.9529085723077237e+00
         2         111    1.4132953258760839e-01    4.5025777934071032e-01   -7.7326312329816327e-01    9.1589386005753437e-01    1.3497999999999999e-01   -1.5468358600000001e+00   -4.5762926999999998e-01   -1.0706162636730294e+00    2.5641995211061870e+00
         3         111   -8.2503276795624547e-01   -1.3865705229166567e+00    5.5181140781437099e-01    1.7105473724562537e+00    1.3497999999999999e-01   -3.1382968000000000e-01    5.2819143999999996e-01    1.3819623558899374e+00    3.1560870879455885e+00
         4         111    4.9778258897348920e-01    7.6612526208053977e-02    1.4445435374274922e+00    1.5357677614081702e+00    1.3497999999999999e-01    7.4488699999999997e-01    2.4241454000000001e-01    6.1952794115534067e+00    6.6989233993021235e+00
         5         111    4.0409824242801673e-01    7.6126227905948071e-02    1.2403548148227428e+00    1.3136933657298269e+00    1.3497999999999999e-01    9.2332700999999995e-01    5.0000000000000000e-01    9.9588056574816850e+00    1.0163597302308331e+01
         6         111   -1.3459108362014477e-01    5.0580405914483262e-02   -1.3128148364281736e-01    2.3691256952719503e-01    1.3497999999999999e-01   -1.5024275199999999e+00    3.0268508999999999e-01   -2.3568909697401259e+00    3.3902588844131882e+00
         7         111    2.2818189181445347e-02    6.6856796810933631e-03   -1.2780864434479189e-01    1.8740335653229886e-01    1.3497999999999999e-01    9.4827539000000005e-01   -2.0965757300000001e+00   -9.2333322638372124e+00    9.3758450026926763e+00
         8         111    2.3690066448099067e-01    1.6117730868205160e-01   -6.6694197357765928e-01    7.3833003879375492e-01    1.3497999999999999e-01    7.7681743000000003e-01    5.0000000000000000e-01   -9.8743140091214094e+00    1.0227749546265363e+01
         9         111    3.3149757713729994e-01    2.2382912560409968e-01   -8.4819657150132255e-01    9.4744242327605022e-01    1.3497999999999999e-01    4.8780245000000000e-01    8.8701737999999997e-01   -3.1131947562155360e+00    4.1898905391105270e+00
        10        -211   -1.0522898749325774e-01    4.3497102544458252e-02   -9.1344693618813522e-03    1.8035620635049535e-01    1.3957000000000000e-01   -1.4901257699999999e+00    1.2281135500000000e+00    2.5816607402398000e+00    3.6799821506762109e+00
        11        -211   -1.5698996008415286e-01   -2.3278735941275283e-01    1.1093445225609007e+00    1.1528056457640459e+00    1.3957000000000000e-01   -7.6489587999999997e-01   -1.5186560200000001e+00    7.7257797299347102e+00    8.1322089525767876e+00
        12        -211   -1.2947769192154740e-01   -1.5661299496670805e-01    1.4061384930421263e+00    1.4275844456327462e+00    1.3957000000000000e-01   -1.6986974300000000e+00    3.5178751000000003e-01    1.3184614076859313e+01    1.3387587430904674e+01
        13        -211    8.4195343343762274e-02    5.2013877956643608e-03   -1.8801663002386101e-01    2.4888942995094093e-01    1.3957000000000000e-01    1.2214845999999999e+00    9.0000000000000002e-01   -7.0705702150991518e+00    7.2310090111648515e+00
        14        -211    3.8683781944705875e-01   -1.8257430000242100e-01    5.6096938560063325e-01    7.1912676911451523e-01    1.3957000000000000e-01   -8.8628028000000003e-01   -9.1294655000000002e-01    9.5515534187735653e+00    1.0107080815650233e+01
        15        -211   -1.4402708631037886e-01    1.0023147034466870e-01   -4.3523032066511663e-01    4.8958693422595728e-01    1.3957000000000000e-01   -3.0004997000000000e-01   -5.0041742000000000e-01   -2.8779739757034307e+01    2.8949711376514998e+01
        16        -211   -5.4534882726413998e-02   -3.2982135703632190e-02    1.3329039877828114e-01    2.0324367152762657e-01    1.3957000000000000e-01    2.9999999999999999e-01    1.8352428400000000e+00    6.5342090509056938e-01    2.1275360075235810e+00
        17        -211    3.3029251837213974e-02   -3.2547805651513007e-01   -1.6833439598816298e+00    1.7205096828904387e+00    1.3957000000000000e-01   -9.1158815999999998e-01   -2.6667554500000001e+00   -2.7024499339611392e+00    2.9682168152725241e+00
        18        -211    4.8969753962623552e-01    2.7150546491879962e-01   -2.0136253042979639e+00    2.0946802975169811e+00    1.3957000000000000e-01    8.4053688000000004e-01    6.9999999999999996e-01   -9.9467264671915352e+00    1.0263443253271710e+01
