          0.63000000          7.38906269          0.18275314         -7.38896699         -0.17847185          0.03760741         -0.03932571
          0.63000000          7.36462710          0.30400562         -7.36394814         -0.29128051         -0.10000000         -0.08703495
          0.63000000          7.45964344          0.22193137         -7.45837411         -0.21671241          0.13760741         -0.04784626
          0.63000000          8.18200165          0.06825941          8.18005850          0.06016345          0.17830856          0.03224449
          0.63000000          8.26430756          0.19607222          8.26393655          0.18983604          0.07830856          0.04905703
          0.63000000          8.33493682          0.17946886          8.33433691          0.17691451         -0.10000000          0.03017161
          0.73000000          7.39142854          0.35683290         -7.39128830         -0.34907326          0.04553113         -0.07401069
          0.73000000          7.36589994          0.57510263         -7.36522111         -0.55298857         -0.10000000         -0.15794515
          0.73000000          7.44026907          0.38212540         -7.43884565         -0.37409308          0.14553113         -0.07793707
          0.73000000          8.19344253          0.19456729          8.19131372          0.17146208          0.18676219          0.09196297
          0.73000000          8.25373897          0.37631978          8.25328294          0.35910934          0.08676219          0.11250361
          0.73000000          8.32296490          0.48719365          8.32236413          0.47428848         -0.10000000          0.11139162
          0.83000000          7.39428117          0.38597104         -7.39417029         -0.37857320          0.04049443         -0.07520621
          0.83000000          7.37162180          0.53441698         -7.37094349         -0.51791093         -0.10000000         -0.13179448
          0.83000000          7.43033402          0.41007334         -7.42900565         -0.40315756          0.14049443         -0.07499421
          0.83000000          8.19251895          0.28296651          8.19046904          0.24819310          0.18325859          0.13590524
          0.83000000          8.24588906          0.39187653          8.24546872          0.36720805          0.08325859          0.13684101
          0.83000000          8.31294900          0.55418611          8.31234751          0.53409707         -0.10000000          0.14785994
          0.93000000          7.39748107          0.43870184         -7.39745376         -0.43131744          0.02010009         -0.08015341
          0.93000000          7.37941960          0.52953074         -7.37874201         -0.51702226         -0.10000000         -0.11441496
          0.93000000          7.42904604          0.46356111         -7.42807519         -0.45710544          0.12010009         -0.07709425
          0.93000000          8.18866622          0.34890634          8.18675677          0.30516073          0.17682792          0.16915248
          0.93000000          8.24093664          0.40615336          8.24057851          0.37658256          0.07682792          0.15213851
          0.93000000          8.30788145          0.48266907          8.30727959          0.46264868         -0.10000000          0.13757045
          0.98409977          7.39961917          0.46538811         -7.39961831         -0.45817905          0.00357315         -0.08159687
          1.02245986          7.39022749          0.53487394         -7.38964141         -0.52545381         -0.09307070         -0.09994209
          1.02245986          7.43042396          0.50734572         -7.42996989         -0.50149299          0.08214389         -0.07684047
          1.05076644          7.40899285          0.51421628         -7.40896082         -0.50711355         -0.02178450         -0.08517175
          1.03000000          8.18421007          0.39574651          8.18243045          0.34630184          0.17066478          0.19154720
          1.03000000          8.23736318          0.42362721          8.23706007          0.39025111          0.07066478          0.16481531
          1.03000000          8.30477352          0.46466713          8.30417143          0.44252115         -0.10000000          0.14174123
          1.13000000          7.39657344          0.57997022         -7.39481926         -0.57193063         -0.16107981         -0.09623315
          1.13000000          7.45592550          0.55228469         -7.45525486         -0.54836885          0.10000000         -0.06565048
          1.13000000          7.42011466          0.56530649         -7.41986326         -0.55844415         -0.06107981         -0.08781548
          1.13000000          8.17897881          0.43036758          8.17732444          0.37671445          0.16449751          0.20809247
          1.13000000          8.23454067          0.44470113          8.23428808          0.40751008          0.06449751          0.17802987
          1.13000000          8.30328090          0.46953135          8.30267871          0.44393767         -0.10000000          0.15290202
          1.18427216          7.40175779          0.59950358         -7.39924143         -0.59220612         -0.19298858         -0.09325477
          1.23000000          7.47430322          0.58231671         -7.47363423         -0.58004257          0.10000000         -0.05141375
          1.22256330          7.43565571          0.61173470         -7.43475405         -0.60555010         -0.11579315         -0.08676645
          1.23000000          8.17333743          0.45934653          8.17179822          0.40136528          0.15861423          0.22339460
          1.23000000          8.23246857          0.46835843          8.23225990          0.42619309          0.05861423          0.19421397
          1.23000000          8.30361701          0.48673568          8.30301484          0.45629093         -0.10000000          0.16944087
          1.33000000          7.49305152          0.60389216         -7.49238421         -0.60302508          0.10000000         -0.03234955
          1.33000000          7.47702172          0.63619020         -7.47635298         -0.63225290         -0.10000000         -0.07066998
          1.33000000          8.16833171          0.48514473          8.16688210          0.42188993          0.15388246          0.23952933
          1.33000000          8.23137352          0.49165012          8.23119716          0.44271157          0.05388246          0.21383709
          1.33000000          8.30611322          0.50608096          8.30551123          0.46932538         -0.10000000          0.18934526
          1.43000000          7.51212252          0.62174170         -7.51145690         -0.62164307          0.10000000         -0.01107391
